6.13, 724.689, 343.192, 343.192
6.14, 728.127, 344.296, 344.296
6.15, 731.575, 345.402, 345.402
6.16, 735.035, 346.51, 346.51
6.17, 738.505, 347.62, 347.62
6.18, 741.987, 348.732, 348.732
6.19, 745.48, 349.845, 349.845
6.2, 748.984, 350.96, 350.96
6.21, 752.499, 352.077, 352.077
6.22, 756.026, 353.196, 353.196
6.23, 759.563, 354.316, 354.316
6.24, 763.112, 355.438, 355.438
6.25, 766.672, 356.562, 356.562
6.26, 770.243, 357.688, 357.688
6.27, 773.826, 358.816, 358.816
6.28, 777.419, 359.946, 359.946
6.29, 781.025, 361.077, 361.077
